"county","year","month","All causes (total)","Alzheimer's disease","Malignant neoplasms","Chronic lower respiratory diseases","Diabetes mellitus","Assault (homicide)","Diseases of heart","Essential hypertension and hypertensive renal disease","Accidents (unintentional injuries)","Chronic liver disease and cirrhosis","Nephritis, nephrotic syndrome and nephrosis","Parkinson's disease","Influenza and pneumonia","Cerebrovascular diseases","Intentional self-harm (suicide)"
"Santa Barbara",2011,9,229,12,46,12,0,0,69,0,11,0,0,0,0,12,0
"Santa Clara",2011,9,744,50,204,27,35,0,147,21,48,21,0,11,0,40,11
"Santa Cruz",2011,9,131,15,22,0,0,0,26,0,12,0,0,0,0,0,0
"Shasta",2011,9,182,0,30,17,0,0,43,0,14,0,0,0,0,16,0
"Sierra",2011,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Siskiyou",2011,9,39,0,12,0,0,0,0,0,0,0,0,0,0,0,0
"Solano",2011,9,196,14,63,0,0,0,35,0,0,0,0,0,0,0,0
"Sonoma",2011,9,324,19,77,16,12,0,74,0,0,0,0,0,0,22,0
"Stanislaus",2011,9,316,13,56,24,0,0,75,0,23,0,0,0,0,20,0
"Sutter",2011,9,51,0,16,0,0,0,0,0,0,0,0,0,0,0,0
"Tehama",2011,9,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trinity",2011,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tulare",2011,9,199,0,52,13,0,0,43,13,0,0,0,0,0,11,0
"Tuolumne",2011,9,49,0,12,0,0,0,12,0,0,0,0,0,0,0,0
"Ventura",2011,9,383,13,97,17,12,0,92,0,26,0,0,0,0,20,0
"Yolo",2011,9,81,12,23,0,0,0,15,0,0,0,0,0,0,0,0
"Yuba",2011,9,64,0,18,0,0,0,14,0,0,0,0,0,0,0,0
"Alameda",2011,10,766,31,192,33,21,13,153,11,33,12,0,0,23,49,12
"Alpine",2011,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Amador",2011,10,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Butte",2011,10,189,17,47,17,0,0,50,0,15,0,0,0,0,13,0
"Calaveras",2011,10,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Colusa",2011,10,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Contra Costa",2011,10,537,37,140,24,0,0,89,0,28,0,0,0,11,31,14
"Del Norte",2011,10,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"El Dorado",2011,10,97,0,29,0,0,0,20,0,0,0,0,0,0,0,0
"Fresno",2011,10,530,18,112,26,30,0,89,15,33,0,0,0,12,46,0
"Glenn",2011,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Humboldt",2011,10,118,0,22,0,0,0,17,0,16,0,0,0,0,12,0
"Imperial",2011,10,58,0,0,0,0,0,18,0,0,0,0,0,0,0,0
"Inyo",2011,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kern",2011,10,410,14,84,28,13,0,87,13,29,15,0,0,0,17,12
"Kings",2011,10,53,0,15,0,0,0,0,0,0,0,0,0,0,0,0
"Lake",2011,10,51,0,0,0,0,0,16,0,0,0,0,0,0,0,0
"Lassen",2011,10,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Los Angeles",2011,10,4781,192,1177,237,157,64,1293,84,184,108,89,43,167,242,68
"Madera",2011,10,70,0,0,0,0,0,21,0,0,0,0,0,0,0,0
"Marin",2011,10,156,12,49,0,0,0,28,0,0,0,0,0,0,13,0
"Mariposa",2011,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mendocino",2011,10,57,0,12,0,0,0,18,0,0,0,0,0,0,0,0
"Merced",2011,10,105,0,23,0,0,0,26,0,0,0,0,0,0,0,0
"Modoc",2011,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mono",2011,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Monterey",2011,10,191,0,52,0,0,0,47,0,14,0,0,0,0,0,0
"Napa",2011,10,92,0,21,0,0,0,17,0,0,0,0,0,0,0,0
"Nevada",2011,10,81,0,26,0,0,0,19,0,0,0,0,0,0,0,0
"Orange",2011,10,1505,106,376,88,35,11,370,16,64,37,22,19,44,64,25
"Placer",2011,10,250,19,61,16,0,0,53,0,12,0,0,0,0,13,0
"Plumas",2011,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Riverside",2011,10,1117,71,298,67,32,0,288,14,59,26,0,17,22,54,13
"Sacramento",2011,10,889,36,184,43,31,0,195,16,47,24,0,0,17,64,16
"San Benito",2011,10,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"San Bernardino",2011,10,1016,35,241,59,46,0,246,20,47,18,0,0,12,54,25
"San Diego",2011,10,1653,91,441,67,38,0,371,22,97,19,0,23,19,71,36
"San Francisco",2011,10,437,19,124,11,0,0,95,0,14,0,0,0,0,25,0
"San Joaquin",2011,10,406,25,103,19,16,14,74,0,21,14,0,0,0,25,0
"San Luis Obispo",2011,10,178,0,42,0,0,0,43,0,0,0,0,0,0,0,0
"San Mateo",2011,10,377,24,107,23,0,0,86,0,11,11,0,0,11,18,0
"Santa Barbara",2011,10,209,13,53,0,0,0,55,0,0,0,0,0,0,15,0
"Santa Clara",2011,10,822,55,239,28,26,13,179,23,42,20,0,12,0,38,19
"Santa Cruz",2011,10,119,0,26,0,0,0,27,0,0,0,0,0,0,0,0
"Shasta",2011,10,176,12,45,16,0,0,45,0,0,0,0,0,0,0,0
"Sierra",2011,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Siskiyou",2011,10,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Solano",2011,10,205,0,61,0,0,0,51,0,0,0,0,0,0,0,0
"Sonoma",2011,10,269,21,66,14,0,0,64,0,0,0,0,0,0,20,0
"Stanislaus",2011,10,327,0,70,12,15,0,78,11,22,0,0,0,0,24,0
"Sutter",2011,10,39,0,13,0,0,0,0,0,0,0,0,0,0,0,0
"Tehama",2011,10,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trinity",2011,10,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tulare",2011,10,205,0,46,0,0,0,60,0,0,0,0,0,0,0,0
"Tuolumne",2011,10,47,0,13,0,0,0,11,0,0,0,0,0,0,0,0
"Ventura",2011,10,347,11,84,11,0,0,89,0,21,0,0,0,0,17,0
"Yolo",2011,10,66,0,0,0,0,0,13,0,0,0,0,0,0,0,0
"Yuba",2011,10,53,0,15,0,0,0,14,0,0,0,0,0,0,0,0
"Alameda",2011,11,725,34,150,28,26,0,183,17,22,11,0,0,19,43,12
"Alpine",2011,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Amador",2011,11,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Butte",2011,11,193,15,50,14,0,0,28,0,13,0,0,0,0,12,0
"Calaveras",2011,11,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Colusa",2011,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Contra Costa",2011,11,562,29,127,26,16,0,123,0,22,0,0,0,0,35,18
"Del Norte",2011,11,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"El Dorado",2011,11,94,0,30,0,0,0,23,0,0,0,0,0,0,0,0
"Fresno",2011,11,567,19,104,29,26,0,142,18,23,18,0,0,15,37,0
"Glenn",2011,11,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Humboldt",2011,11,110,0,30,0,0,0,13,0,13,0,0,0,0,0,0
"Imperial",2011,11,46,0,12,0,0,0,11,0,0,0,0,0,0,0,0
"Inyo",2011,11,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kern",2011,11,406,22,58,20,20,0,96,18,30,0,0,0,0,24,13
"Kings",2011,11,63,0,12,0,0,0,19,0,0,0,0,0,0,0,0
"Lake",2011,11,50,0,11,0,0,0,12,0,0,0,0,0,0,0,0
"Lassen",2011,11,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Los Angeles",2011,11,4739,177,1125,227,212,47,1291,92,166,120,56,47,150,286,57
"Madera",2011,11,79,0,17,0,0,0,14,0,0,0,0,0,0,0,0
"Marin",2011,11,155,0,39,0,0,0,30,0,0,0,0,0,0,0,0
"Mariposa",2011,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mendocino",2011,11,53,0,12,0,0,0,0,0,0,0,0,0,0,0,0
"Merced",2011,11,116,0,28,0,0,0,26,0,0,0,0,0,0,0,0
"Modoc",2011,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mono",2011,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Monterey",2011,11,189,0,51,0,0,0,44,0,12,0,0,0,0,11,0
"Napa",2011,11,96,0,18,0,0,0,24,0,0,0,0,0,0,0,0
"Nevada",2011,11,52,0,0,0,0,0,14,0,0,0,0,0,0,0,0
"Orange",2011,11,1458,97,363,75,19,0,385,14,51,27,21,0,53,82,29
"Placer",2011,11,258,21,66,15,0,0,45,0,0,0,0,0,0,19,0
"Plumas",2011,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Riverside",2011,11,1176,62,252,70,37,0,348,17,67,20,12,0,24,73,23
"Sacramento",2011,11,919,29,231,44,18,0,215,16,32,0,0,12,18,39,19
"San Benito",2011,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"San Bernardino",2011,11,1030,40,222,63,48,0,261,23,33,19,14,0,23,55,12
"San Diego",2011,11,1657,100,405,61,47,0,380,16,93,33,17,16,18,99,37
"San Francisco",2011,11,518,15,140,19,12,0,117,0,22,0,0,0,0,35,16
"San Joaquin",2011,11,395,20,85,18,14,14,91,0,33,0,0,0,11,25,0
"San Luis Obispo",2011,11,192,0,48,11,0,0,45,0,0,0,0,0,0,18,0
"San Mateo",2011,11,361,26,83,14,0,0,88,0,13,0,0,0,13,23,0
"Santa Barbara",2011,11,235,0,56,0,0,0,63,0,0,0,0,0,0,24,0
"Santa Clara",2011,11,795,65,205,32,36,0,156,24,43,16,0,18,15,32,13
"Santa Cruz",2011,11,128,0,27,0,0,0,33,0,0,0,0,0,0,0,0
"Shasta",2011,11,192,0,44,13,0,0,38,0,0,0,0,0,0,24,0
"Sierra",2011,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Siskiyou",2011,11,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Solano",2011,11,224,0,46,18,0,0,56,0,11,0,0,0,0,12,0
"Sonoma",2011,11,336,22,77,29,0,0,87,0,0,0,0,0,0,21,0
"Stanislaus",2011,11,375,21,87,22,16,0,99,0,12,0,11,0,0,18,0
"Sutter",2011,11,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tehama",2011,11,39,0,12,0,0,0,0,0,0,0,0,0,0,0,0
"Trinity",2011,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tulare",2011,11,192,0,50,0,0,0,49,0,0,0,0,0,0,15,0
"Tuolumne",2011,11,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ventura",2011,11,402,14,80,23,11,0,90,0,21,0,0,0,11,25,12
"Yolo",2011,11,86,0,19,0,0,0,16,0,0,0,0,0,0,0,0
"Yuba",2011,11,55,0,11,0,0,0,20,0,0,0,0,0,0,0,0
"Alameda",2011,12,838,32,179,36,23,0,187,21,40,19,11,0,18,49,13
"Alpine",2011,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Amador",2011,12,42,0,12,0,0,0,11,0,0,0,0,0,0,0,0
"Butte",2011,12,193,15,37,13,0,0,41,0,0,0,0,0,0,11,0
"Calaveras",2011,12,32,0,11,0,0,0,11,0,0,0,0,0,0,0,0
"Colusa",2011,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Contra Costa",2011,12,624,22,175,32,20,0,138,0,17,12,0,0,0,36,0
"Del Norte",2011,12,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"El Dorado",2011,12,95,0,26,0,0,0,23,0,0,0,0,0,0,0,0
"Fresno",2011,12,589,24,94,29,15,0,155,22,32,0,0,0,28,52,0
"Glenn",2011,12,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Humboldt",2011,12,94,0,28,0,0,0,0,0,0,0,0,0,0,0,0
"Imperial",2011,12,75,0,15,0,0,0,15,0,0,0,0,0,0,0,0
"Inyo",2011,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kern",2011,12,473,14,94,35,28,0,109,12,39,0,0,0,11,21,0
"Kings",2011,12,68,0,12,0,0,0,17,0,0,0,0,0,0,0,0
"Lake",2011,12,57,0,0,0,0,0,15,0,0,0,0,0,0,0,0
"Lassen",2011,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Los Angeles",2011,12,5431,202,1242,281,214,60,1585,98,151,128,80,45,183,306,63
"Madera",2011,12,83,0,17,0,0,0,25,0,0,0,0,0,0,0,0
"Marin",2011,12,180,15,45,11,0,0,39,0,0,0,0,0,0,12,0
"Mariposa",2011,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mendocino",2011,12,61,0,12,0,0,0,16,0,0,0,0,0,0,0,0
"Merced",2011,12,97,0,26,0,0,0,17,0,0,0,0,0,0,0,0
"Modoc",2011,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mono",2011,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Monterey",2011,12,187,0,37,0,0,0,46,0,0,0,0,0,0,21,0
"Napa",2011,12,100,0,30,0,0,0,29,0,0,0,0,0,0,0,0
"Nevada",2011,12,70,0,19,0,0,0,18,0,0,0,0,0,0,0,0
"Orange",2011,12,1647,96,377,96,39,16,427,23,53,22,23,20,43,111,22
"Placer",2011,12,317,24,67,31,0,0,65,0,11,0,0,0,11,16,0
"Plumas",2011,12,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Riverside",2011,12,1227,50,277,81,40,0,371,23,48,15,0,0,24,65,17
"Sacramento",2011,12,939,39,209,46,32,0,220,18,26,0,0,0,32,46,0
"San Benito",2011,12,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"San Bernardino",2011,12,1109,39,235,72,51,12,307,11,32,31,15,14,24,47,0
"San Diego",2011,12,1947,113,460,111,51,0,462,28,108,28,0,29,29,107,33
"San Francisco",2011,12,515,20,133,12,0,0,111,0,21,11,0,0,13,35,0
"San Joaquin",2011,12,416,25,84,26,13,0,93,11,31,0,0,0,14,27,0
"San Luis Obispo",2011,12,212,0,58,0,0,0,45,0,0,0,0,0,0,20,0
"San Mateo",2011,12,441,34,91,30,13,0,97,0,18,0,0,11,13,26,0
"Santa Barbara",2011,12,266,13,46,0,0,0,84,0,0,0,0,0,0,27,0
"Santa Clara",2011,12,936,72,224,42,32,0,205,24,45,15,0,14,22,41,0
"Santa Cruz",2011,12,134,0,36,0,0,0,30,0,0,0,0,0,0,0,0
"Shasta",2011,12,205,0,44,15,0,0,46,0,17,0,0,0,0,13,0
"Sierra",2011,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Siskiyou",2011,12,32,0,11,0,0,0,0,0,0,0,0,0,0,0,0
"Solano",2011,12,220,19,54,19,0,0,44,0,0,0,0,0,0,0,0
"Sonoma",2011,12,336,22,79,16,0,0,75,11,0,0,0,0,0,30,0
"Stanislaus",2011,12,355,16,69,20,13,0,102,0,17,0,0,0,0,24,0
"Sutter",2011,12,55,0,14,0,0,0,15,0,0,0,0,0,0,0,0
"Tehama",2011,12,46,0,17,0,0,0,0,0,0,0,0,0,0,0,0
"Trinity",2011,12,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tulare",2011,12,223,13,40,20,0,0,55,0,0,0,0,0,0,11,0
"Tuolumne",2011,12,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ventura",2011,12,438,19,100,17,0,0,135,11,20,0,0,0,0,34,0
"Yolo",2011,12,85,0,19,12,0,0,0,0,0,0,0,0,0,0,0
"Yuba",2011,12,67,0,0,0,0,0,12,0,0,0,0,0,0,0,0
"Alameda",2012,1,855,45,204,36,34,11,197,19,30,0,11,12,20,45,0
"Alpine",2012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Amador",2012,1,36,0,0,0,0,0,11,0,0,0,0,0,0,0,0
"Butte",2012,1,194,16,41,16,0,0,45,0,17,0,0,0,0,12,0
"Calaveras",2012,1,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Colusa",2012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Contra Costa",2012,1,682,37,165,37,15,0,138,12,23,0,0,0,18,44,11
"Del Norte",2012,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"El Dorado",2012,1,110,0,27,11,0,0,20,0,11,0,0,0,0,0,0
"Fresno",2012,1,605,32,115,32,32,0,140,28,19,15,0,0,27,38,0
"Glenn",2012,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Humboldt",2012,1,106,0,22,0,0,0,21,0,11,0,0,0,0,0,0
"Imperial",2012,1,88,0,15,0,0,0,22,0,0,0,0,0,0,0,0
"Inyo",2012,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kern",2012,1,456,19,81,29,16,0,125,0,29,0,0,0,13,17,0
"Kings",2012,1,57,0,13,0,0,0,0,0,0,0,0,0,0,0,0
"Lake",2012,1,50,0,0,0,0,0,15,0,0,0,0,0,0,0,0
"Lassen",2012,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Los Angeles",2012,1,5430,213,1304,258,216,57,1498,112,153,116,107,49,212,285,74
"Madera",2012,1,69,0,0,0,0,0,28,0,0,0,0,0,0,0,0
"Marin",2012,1,176,15,41,0,0,0,44,0,0,0,0,0,0,0,0
"Mariposa",2012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mendocino",2012,1,63,0,20,0,0,0,0,0,0,0,0,0,0,0,0
"Merced",2012,1,122,0,30,0,0,0,28,0,0,0,0,0,0,0,0
"Modoc",2012,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mono",2012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Monterey",2012,1,209,0,54,0,0,0,51,0,14,0,0,0,0,19,0
"Napa",2012,1,101,0,21,0,0,0,30,0,0,0,0,0,0,0,0
"Nevada",2012,1,81,0,18,0,0,0,19,0,0,0,0,0,0,0,0
"Orange",2012,1,1752,97,389,89,51,0,477,23,68,40,20,18,73,103,24
"Placer",2012,1,300,18,83,22,0,0,63,0,12,0,0,0,0,0,0
"Plumas",2012,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Riverside",2012,1,1325,71,307,103,40,0,362,18,67,20,19,11,26,65,14
"Sacramento",2012,1,1018,38,225,53,24,0,216,17,52,16,0,13,29,70,17
"San Benito",2012,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"San Bernardino",2012,1,1139,38,239,84,51,0,279,17,56,19,0,0,24,56,28
"San Diego",2012,1,1885,113,438,116,51,16,449,28,78,38,12,36,34,104,53
"San Francisco",2012,1,504,21,123,25,0,0,104,0,28,0,0,0,15,33,0
"San Joaquin",2012,1,444,27,100,27,12,0,101,0,21,0,0,0,16,21,0
"San Luis Obispo",2012,1,202,0,41,0,0,0,41,0,0,0,0,0,0,23,0
"San Mateo",2012,1,396,34,97,15,0,0,106,0,16,0,0,0,15,18,0
"Santa Barbara",2012,1,235,14,46,0,0,0,63,0,11,0,0,0,0,15,0
"Santa Clara",2012,1,955,84,247,46,30,0,214,21,34,0,0,13,28,40,13
"Santa Cruz",2012,1,167,12,36,12,0,0,43,0,0,0,0,0,0,0,0
"Shasta",2012,1,211,13,32,20,0,0,50,0,0,0,0,0,0,14,0
"Sierra",2012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Siskiyou",2012,1,33,0,13,0,0,0,0,0,0,0,0,0,0,0,0
"Solano",2012,1,256,13,64,18,16,0,59,0,0,0,0,0,0,0,0
"Sonoma",2012,1,336,25,74,23,0,0,73,0,0,0,0,0,0,25,0
"Stanislaus",2012,1,378,22,82,26,0,0,104,0,16,0,0,0,13,16,0
"Sutter",2012,1,43,0,12,0,0,0,0,0,0,0,0,0,0,0,0
"Tehama",2012,1,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trinity",2012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tulare",2012,1,263,0,52,17,11,0,73,0,11,0,0,0,12,0,0
"Tuolumne",2012,1,48,0,13,0,0,0,0,0,0,0,0,0,0,0,0
"Ventura",2012,1,415,19,98,20,0,0,97,0,17,0,0,0,13,26,0
"Yolo",2012,1,86,0,23,0,0,0,19,0,0,0,0,0,0,0,0
"Yuba",2012,1,72,0,12,0,0,0,20,0,0,0,0,0,0,0,0
"Alameda",2012,2,781,28,187,56,31,16,178,15,17,0,0,12,19,50,0
"Alpine",2012,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Amador",2012,2,30,0,16,0,0,0,0,0,0,0,0,0,0,0,0
"Butte",2012,2,201,16,37,15,0,0,50,0,19,0,0,0,0,0,0
"Calaveras",2012,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Colusa",2012,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Contra Costa",2012,2,624,31,176,42,14,0,135,0,20,0,0,0,11,34,0
"Del Norte",2012,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"El Dorado",2012,2,104,0,21,0,0,0,25,0,0,0,0,0,0,0,0
"Fresno",2012,2,611,29,116,28,21,0,142,18,42,0,0,0,15,37,0
"Glenn",2012,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Humboldt",2012,2,117,0,22,0,0,0,25,0,0,0,0,0,0,0,0
"Imperial",2012,2,72,0,16,0,0,0,17,0,16,0,0,0,0,0,0
"Inyo",2012,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kern",2012,2,385,20,69,24,16,0,98,0,18,0,0,0,11,14,0
"Kings",2012,2,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lake",2012,2,51,0,16,0,0,0,0,0,0,0,0,0,0,0,0
"Lassen",2012,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Los Angeles",2012,2,4962,210,1159,271,182,47,1428,94,168,97,65,37,185,280,69
"Madera",2012,2,68,0,0,0,0,0,20,0,0,0,0,0,0,0,0
"Marin",2012,2,153,0,32,0,0,0,39,0,0,0,0,0,0,0,0
"Mariposa",2012,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mendocino",2012,2,66,0,20,0,0,0,19,0,0,0,0,0,0,0,0
"Merced",2012,2,104,0,25,0,0,0,22,0,11,0,0,0,0,0,0
"Modoc",2012,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mono",2012,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Monterey",2012,2,196,0,43,16,0,0,43,0,12,0,0,0,0,18,0
"Napa",2012,2,80,0,15,0,0,0,18,0,0,0,0,0,0,0,0
"Nevada",2012,2,101,0,16,0,0,0,30,0,0,0,0,0,0,0,0
"Orange",2012,2,1608,126,384,88,48,0,437,15,55,24,19,15,52,90,17
"Placer",2012,2,287,14,63,18,0,0,64,0,0,0,0,0,0,15,0
"Plumas",2012,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Riverside",2012,2,1155,55,231,92,42,0,336,23,43,23,17,13,20,56,16
"Sacramento",2012,2,908,29,214,52,26,0,230,21,39,11,0,0,28,37,16
"San Benito",2012,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"San Bernardino",2012,2,1081,39,237,77,40,0,252,32,34,24,12,0,30,54,23
"San Diego",2012,2,1696,100,392,78,62,0,407,28,74,29,11,26,34,93,36
"San Francisco",2012,2,507,25,117,14,12,0,125,0,38,0,0,0,12,27,0
"San Joaquin",2012,2,398,29,75,35,0,0,104,0,15,0,0,0,0,22,0
"San Luis Obispo",2012,2,151,0,34,15,0,0,30,0,0,0,0,0,0,0,0
"San Mateo",2012,2,390,22,93,23,0,0,94,0,12,0,0,0,12,27,0
"Santa Barbara",2012,2,254,14,64,0,0,0,60,0,0,0,0,0,0,20,0
"Santa Clara",2012,2,890,62,210,48,39,0,190,30,47,13,0,0,28,51,14
"Santa Cruz",2012,2,129,13,36,0,0,0,32,0,0,0,0,0,0,0,0
"Shasta",2012,2,166,0,31,15,0,0,42,0,15,0,0,0,0,11,0
"Sierra",2012,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Siskiyou",2012,2,34,0,0,0,0,0,12,0,0,0,0,0,0,0,0
"Solano",2012,2,261,18,71,21,0,0,44,0,0,0,0,0,0,14,0
"Sonoma",2012,2,356,20,76,32,12,0,74,0,20,0,0,0,0,16,0
"Stanislaus",2012,2,355,19,72,23,0,0,94,0,18,0,0,0,14,22,0
"Sutter",2012,2,59,0,12,0,0,0,11,0,0,0,0,0,0,0,0
"Tehama",2012,2,39,0,12,0,0,0,0,0,0,0,0,0,0,0,0
"Trinity",2012,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tulare",2012,2,241,11,57,15,0,0,64,0,0,0,0,0,11,14,0
"Tuolumne",2012,2,47,0,15,0,0,0,0,0,0,0,0,0,0,0,0
"Ventura",2012,2,387,18,84,26,12,0,93,16,15,17,0,0,0,19,0
"Yolo",2012,2,90,0,22,0,0,0,23,0,0,0,0,0,0,0,0
"Yuba",2012,2,60,0,0,0,0,0,17,0,0,0,0,0,0,0,0
"Alameda",2012,3,885,32,201,45,32,0,202,24,35,11,11,0,18,54,0
"Alpine",2012,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Amador",2012,3,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Butte",2012,3,209,13,40,14,0,0,49,0,13,0,0,0,0,0,0
"Calaveras",2012,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Colusa",2012,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Contra Costa",2012,3,607,41,137,48,17,0,124,11,22,0,0,0,0,33,0
"Del Norte",2012,3,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"El Dorado",2012,3,107,0,29,0,0,0,23,0,0,0,0,0,0,0,0
"Fresno",2012,3,606,29,109,40,23,0,140,20,32,14,0,0,15,45,0
"Glenn",2012,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Humboldt",2012,3,111,0,13,0,0,0,24,0,13,0,0,0,0,12,0
"Imperial",2012,3,69,0,15,0,0,0,19,0,0,0,0,0,0,0,0
"Inyo",2012,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kern",2012,3,416,14,94,34,13,0,109,0,27,0,0,0,0,17,0
"Kings",2012,3,60,0,12,0,0,0,11,0,0,0,0,0,0,0,0
"Lake",2012,3,64,0,12,0,0,0,17,0,0,0,0,0,0,0,0
